Year	CFC11NH	CFC11SH	CFC12NH	CFC12SH	CFC113NH	CFC113SH	SF6NH	SF6SH
1883.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1884.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1885.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1886.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1887.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1888.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1889.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1890.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1891.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1892.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1893.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1894.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1895.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1896.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1897.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1898.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1899.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1900.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1901.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1902.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1903.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1904.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1905.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1906.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1907.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1908.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1909.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1910.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1911.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1912.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1913.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1914.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1915.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1916.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1917.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1918.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1919.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1920.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1921.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1922.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1923.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1924.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1925.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1926.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1927.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1928.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1929.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1930.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1931.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1932.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1933.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1934.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1935.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1936.5	0.000	0.000	0.100	0.000	0.000	0.000	0.000	0.000
1937.5	0.000	0.000	0.100	0.100	0.000	0.000	0.000	0.000
1938.5	0.000	0.000	0.200	0.100	0.000	0.000	0.000	0.000
1939.5	0.000	0.000	0.300	0.200	0.000	0.000	0.000	0.000
1940.5	0.000	0.000	0.400	0.300	0.000	0.000	0.000	0.000
1941.5	0.000	0.000	0.500	0.400	0.000	0.000	0.000	0.000
1942.5	0.000	0.000	0.700	0.500	0.000	0.000	0.000	0.000
1943.5	0.000	0.000	0.900	0.700	0.000	0.000	0.000	0.000
1944.5	0.000	0.000	1.200	0.900	0.000	0.000	0.000	0.000
1945.5	0.100	0.000	1.700	1.200	0.000	0.000	0.000	0.000
1946.5	0.100	0.100	2.300	1.700	0.000	0.000	0.000	0.000
1947.5	0.100	0.100	3.400	2.400	0.000	0.000	0.000	0.000
1948.5	0.200	0.100	4.800	3.400	0.000	0.000	0.000	0.000
1949.5	0.400	0.200	6.100	4.700	0.000	0.000	0.000	0.000
1950.5	0.700	0.400	7.600	6.000	0.000	0.000	0.000	0.000
1951.5	1.010	0.700	9.200	7.400	0.000	0.000	0.000	0.000
1952.5	1.510	1.010	11.000	9.000	0.000	0.000	0.000	0.000
1953.5	2.210	1.510	12.800	10.700	0.000	0.000	0.040	0.040
1954.5	3.020	2.210	15.000	12.600	0.000	0.000	0.040	0.040
1955.5	4.120	3.020	17.400	14.700	0.000	0.000	0.040	0.040
1956.5	5.330	4.020	20.200	17.100	0.000	0.000	0.040	0.040
1957.5	6.830	5.230	23.400	19.900	0.000	0.000	0.050	0.040
1958.5	8.140	6.530	26.800	23.000	0.000	0.000	0.050	0.040
1959.5	9.450	7.840	30.500	26.300	0.000	0.000	0.050	0.050
1960.5	11.060	9.150	35.000	30.100	0.000	0.000	0.050	0.050
1961.5	13.270	10.850	40.000	34.400	0.100	0.100	0.060	0.060
1962.5	16.180	13.070	45.800	39.400	0.300	0.100	0.070	0.060
1963.5	19.600	15.780	52.500	45.100	0.500	0.300	0.080	0.070
1964.5	23.720	19.200	60.400	51.800	0.800	0.500	0.090	0.080
1965.5	28.440	23.120	69.300	59.500	1.100	0.800	0.110	0.100
1966.5	33.670	27.640	79.200	68.200	1.490	1.100	0.130	0.120
1967.5	39.400	32.660	90.300	77.900	1.990	1.490	0.150	0.140
1968.5	46.030	38.290	102.800	88.800	2.690	1.990	0.180	0.170
1969.5	53.770	44.820	116.800	101.100	3.390	2.590	0.210	0.190
1970.5	62.410	52.260	132.000	114.700	4.180	3.290	0.230	0.220
1971.5	72.060	60.700	148.400	129.600	5.180	4.080	0.260	0.240
1972.5	82.710	69.950	166.100	145.700	6.270	5.080	0.300	0.280
1973.5	94.870	80.400	185.800	163.300	7.470	6.180	0.340	0.310
1974.5	108.340	92.160	207.100	182.500	8.960	7.370	0.380	0.350
1975.5	121.410	104.720	228.200	202.900	10.660	8.760	0.440	0.400
1976.5	133.970	117.090	248.100	223.200	12.450	10.360	0.500	0.460
1977.0	148.354	137.120	265.646	243.899	14.640	12.250	0.580	0.530
1978.0	156.778	144.817	283.160	258.260	16.930	14.340	0.660	0.610
1979.0	164.381	154.050	296.874	275.527	19.620	16.630	0.760	0.700
1980.0	174.073	162.313	313.586	290.038	22.610	19.320	0.880	0.810
1981.0	181.146	171.025	328.651	309.132	25.900	22.210	1.000	0.930
1982.0	188.865	179.695	344.063	326.946	29.180	25.300	1.130	1.040
1983.0	198.632	187.943	361.613	344.437	32.970	28.090	1.270	1.170
1984.0	206.537	196.724	374.570	360.903	37.850	31.370	1.400	1.290
1985.0	217.788	208.324	391.137	376.792	43.920	35.960	1.550	1.430
1986.0	228.197	218.132	409.956	395.424	48.310	40.940	1.710	1.580
1987.0	240.345	227.928	430.901	416.190	55.680	47.010	1.880	1.730
1988.0	252.948	237.121	460.335	437.027	63.550	53.290	2.050	1.890
1989.0	260.897	246.258	478.213	456.358	69.720	59.660	2.220	2.050
1990.0	265.080	254.060	491.928	472.744	75.600	66.140	2.410	2.220
1991.0	267.574	260.594	502.115	486.547	80.980	71.310	2.620	2.420
1992.0	270.374	263.367	513.466	499.729	83.960	77.190	2.850	2.630
1993.0	271.263	264.965	518.740	506.235	84.360	79.580	3.090	2.840
1994.0	270.324	265.607	522.683	511.352	85.206	83.264	3.543	3.127
1995.0	268.180	264.323	528.912	519.293	84.651	83.154	3.634	3.312
1996.0	266.889	263.544	533.958	525.944	84.478	83.447	3.861	3.559
1997.0	265.453	262.732	537.129	530.597	83.967	83.121	4.094	3.785
1998.0	263.933	261.193	539.975	533.328	83.218	82.629	4.293	4.014
1999.0	262.253	260.037	542.144	536.804	82.696	82.254	4.483	4.257
2000.0	260.701	258.043	544.390	538.967	82.186	81.737	4.697	4.456
2001.0	258.954	256.354	545.014	539.974	81.718	81.324	4.908	4.661
2002.0	256.916	254.669	545.442	540.866	81.019	80.727	5.119	4.871
2003.0	254.460	252.251	544.602	540.782	80.262	80.044	5.360	5.087
2004.0	252.280	250.402	543.901	540.668	79.494	79.304	5.584	5.319
2005.0	250.335	248.184	543.048	539.877	78.893	78.682	5.812	5.537
2006.0	248.020	246.367	541.196	538.760	78.215	78.148	6.049	5.769
2007.0	245.878	244.032	538.851	536.646	77.424	77.225	6.332	6.036
2008.0	243.875	242.000	536.187	534.572	76.539	76.422	6.629	6.313
2009.0	242.051	240.163	533.702	532.087	76.003	75.833	6.906	6.597
2010.0	240.205	238.316	530.265	528.574	75.318	75.238	7.211	6.869
2011.0	238.190	236.234	527.481	525.953	74.666	74.479	7.480	7.156
2012.0	236.110	234.267	524.745	523.341	73.993	73.784	7.772	7.443
2013.0	234.619	232.393	521.320	520.103	73.247	73.148	8.097	7.742
2014.0	233.599	230.672	518.641	517.000	72.639	72.504	8.435	8.078
2015.0	232.352	229.527	515.696	513.934	72.064	71.921	8.765	8.418
2016.0	231.406	228.505	512.553	511.312	71.501	71.364	9.107	8.732
2017.0	230.530	227.452	508.857	507.995	70.944	70.746	9.451	9.076
2018.0	229.519	226.963	505.855	505.362	70.342	70.248	9.772	9.434
2019.0	227.515	225.377	501.827	501.049	69.640	69.580	10.138	9.776
2020.0	224.875	223.140	497.700	496.760	69.018	68.926	10.441	10.109
2021.0	224.492	222.735	495.376	495.204			10.583	10.371
